Fond|Fond
OF|OF
of|or
Open|open
beige|beige
blanco|blanco
blauw|blue
blinkend|shiny
blink|gloss
bruin|brown
dekkend|covering
dek.|opaque.
donker|dark
drop|drop
gebroken|broken
gebr.|broken.
geel|yellow
goud|gold
grijs|gray
groen|green
licht|light
mat|matte
mauve|mauve
medium|medium
oker|amber
oranje|orange
recht|straight
reeks|series
rood|red
transparant|transparent
transp.|transparent.
wit|white
zilver|silver
zwart|black
momenteel|Momentarily
nog niet|not yet
geproduceerd|produced
roest|rust
rapport|repeat
roze|pink
bloem|flower
blad|leaf
vogel|bird
wijn|wine
vuil|broken
dekk.|opaque.
paars|purple
versprongen|shifted
eierschaal|egg white
heel|very
verspr.|shifted
eischaal|egg white
